iata,icao,faa,latitude,longitude,,
NFL,KNFL,,39.4166,-118.701,,
RNO,KRNO,,39.4991,-119.768,,
TPH,KTPH,,38.0602,-117.087,,
UCC,KUCC,,36.9458,-116.038,,
VGT,KVGT,,36.2107,-115.194,,
WMC,KWMC,,40.8966,-117.806,,
XSD,KTNX,,37.7988,-116.781,,
AFN,KAFN,,42.8051,-72.003,,
ASH,KASH,,42.7817,-71.5148,,
BML,KBML,,44.5754,-71.1759,,
CNH,KCNH,,43.3704,-72.3687,,
CON,KCON,,43.2027,-71.5023,,
EEN,KEEN,,42.8984,-72.2708,,
ERR,KERR,,44.7925,-71.1642,,
HIE,KHIE,,44.3676,-71.5445,,
LCI,KLCI,,43.5727,-71.4189,,
LEB,KLEB,,43.6261,-72.3042,,
MHT,KMHT,,42.9326,-71.4357,,
NWH,,,40.4625,-74.3306,,
PSM,KPSM,,43.0779,-70.8233,,
ACY,KACY,,39.4576,-74.5772,,
BLM,KBLM,,40.1869,-74.1249,,
CDW,KCDW,,40.8752,-74.2814,,
EWR,KEWR,,40.6925,-74.1686,,
JVI,,,40.5244,-74.5984,,
LDJ,KLDJ,,40.6174,-74.2446,,
LLY,KVAY,,39.9429,-74.8457,,
MIV,KMIV,,39.3678,-75.0722,,
MJX,KMJX,,39.9275,-74.2924,,
MMU,KMMU,,40.7994,-74.4149,,
NEL,KNEL,,40.0333,-74.3533,,
PCT,,,40.3992,-74.6589,,
TEB,KTEB,,40.8501,-74.0608,,
TTN,KTTN,,40.2767,-74.8135,,
WRI,KWRI,,40.0156,-74.5917,,
WWD,KWWD,,39.0085,-74.9083,,
ABQ,KABQ,,35.0402,-106.609,,
ALM,KALM,,32.8399,-105.991,,
ATS,KATS,,32.8525,-104.468,,
AXX,KAXX,,36.422,-105.29,,
CAO,KCAO,,36.4462,-103.167,,
CNM,KCNM,,32.3375,-104.263,,
CVN,KCVN,,34.4251,-103.079,,
CVS,KCVS,,34.3828,-103.322,,
DMN,KDMN,,32.2623,-107.721,,
ESO,,,36.03,-106.046,,
FMN,KFMN,,36.7412,-108.23,,
FSU,KFSU,,34.4834,-104.217,,
GNT,KGNT,,35.1673,-107.902,,
GUP,KGUP,,35.5111,-108.789,,
HBB,,,32.7668,-103.209,,
HMN,KHMN,,32.8525,-106.107,,
HOB,KHOB,,32.6875,-103.217,,
LAM,KLAM,,35.8798,-106.269,,
LRU,KLRU,,32.2894,-106.922,,
LSB,KLSB,,32.3335,-108.692,,
LVS,KLVS,,35.6542,-105.142,,
ONM,KONM,,34.024,-106.898,,
ROW,KROW,,33.3016,-104.531,,
RTN,KRTN,,36.7415,-104.502,,
RUI,KSRR,,33.4628,-105.535,,
SAF,KSAF,,35.6171,-106.089,,
SVC,KSVC,,32.6365,-108.156,,
TCC,KTCC,,35.1828,-103.603,,
TCS,KTCS,,33.2369,-107.272,,
TSM,KSKX,,36.4582,-105.672,,
WSD,KWSD,,32.3415,-106.403,,
ALB,KALB,,42.7483,-73.8017,,
ART,KART,,43.9919,-76.0217,,
AXB,,,44.312,-75.9003,,
BGM,KBGM,,42.2087,-75.9798,,
BUF,KBUF,,42.9405,-78.7322,,
COP,,,42.6292,-74.891,,
CTO,,,40.9151,-72.7919,,
CTX,,,42.5926,-76.2149,,
DKK,KDKK,,42.4933,-79.272,,
DSV,KDSV,,42.5709,-77.7131,,
ELM,KELM,,42.1599,-76.8916,,
ELZ,KELZ,,42.1095,-77.99,,
FID,,,41.2513,-72.0316,,
FOK,KFOK,,40.8437,-72.6318,,
FRG,KFRG,,40.7288,-73.4134,,
GFL,KGFL,,43.3412,-73.6103,,
HCC,,,42.2913,-73.7103,,
HPN,KHPN,,41.067,-73.7076,,
HTO,KHTO,,40.9596,-72.2518,,
IAG,KIAG,,43.1073,-78.9462,,
ISP,KISP,,40.7952,-73.1002,,
ITH,KITH,,42.491,-76.4584,,
JFK,KJFK,,40.6397,-73.7789,,
JHW,KJHW,,42.1534,-79.258,,
LGA,KLGA,,40.775,-73.875,,
LKP,KLKP,,44.2645,-73.9619,,
MGJ,KMGJ,,41.51,-74.2646,,
MSS,KMSS,,44.9358,-74.8456,,
MSV,KMSV,,41.7016,-74.795,,
MTP,KMTP,,41.0765,-71.9208,,
OGS,KOGS,,44.6819,-75.4655,,
OIC,KOIC,,42.5666,-75.5241,,
OLE,KOLE,,42.2422,-78.3716,,
ONH,,,42.5247,-75.0644,,
PBG,KPBG,,44.6509,-73.4681,,
POU,KPOU,,41.6266,-73.8842,,
RME,KRME,,43.2338,-75.407,,
ROC,KROC,,43.1189,-77.6724,,
RSX,,,44.9917,-73.3635,,
SCH,KSCH,,42.8525,-73.9289,,
SLK,KSLK,,44.3853,-74.2062,,
SWF,KSWF,,41.5042,-74.1047,,
SXY,,,42.3026,-75.416,,
SYR,KSYR,,43.1112,-76.1063,,
WSH,KHWV,,40.8219,-72.8694,,
AVL,KAVL,,35.4362,-82.5418,,
CLT,KCLT,,35.214,-80.9431,,
CTZ,KCTZ,,34.9756,-78.3646,,
DUF,,,36.2535,-75.7885,,
ECG,KECG,,36.2606,-76.1746,,
EDE,KEDE,,36.0277,-76.5671,,
EWN,KEWN,,35.073,-77.0429,,
FAY,KFAY,,34.9912,-78.8803,,
FBG,KFBG,,35.1318,-78.9367,,
FFA,KFFA,,36.0182,-75.6713,,
GSB,KGSB,,35.3394,-77.9606,,
GSO,KGSO,,36.0978,-79.9373,,
HFF,KHFF,,35.0363,-79.4978,,
HKY,KHKY,,35.7411,-81.3895,,
HNC,KHSE,,35.2328,-75.6178,,
IKB,KUKF,,36.2228,-81.0983,,
ILM,KILM,,34.2706,-77.9026,,
INT,KINT,,36.1337,-80.222,,
ISO,KISO,,35.3314,-77.6088,,
LBT,KLBT,,34.6099,-79.0594,,
LFN,KLHZ,,36.0233,-78.3303,,
MEO,KMQI,,35.919,-75.6955,,
MRN,KMRN,,35.8202,-81.6114,,
MXE,KMEB,,34.7919,-79.3658,,
OAJ,KOAJ,,34.8292,-77.6121,,
OCW,KOCW,,35.5705,-77.0498,,
PGV,KPGV,,35.6352,-77.3853,,
POB,KPOB,,35.1709,-79.0145,,
QWG,,,35.2138,-80.6701,,
RDU,KRDU,,35.8776,-78.7875,,
RWI,KRWI,,35.8563,-77.8919,,
RZZ,KRZZ,,36.4395,-77.7093,,
SOP,KSOP,,35.2374,-79.3912,,
SRW,KRUQ,,35.6459,-80.5203,,
SVH,KSVH,,35.7653,-80.9539,,
USA,KJQF,,35.3878,-80.7091,,
ASY,KASY,,46.0239,-99.3526,,
BIS,KBIS,,46.7727,-100.746,,
BWM,KBPP,,46.1655,-103.301,,
DIK,KDIK,,46.7974,-102.802,,
DVL,KDVL,,48.1142,-98.9088,,
FAR,KFAR,,46.9207,-96.8158,,
GFK,KGFK,,47.9493,-97.1761,,
ISN,KISN,,48.1779,-103.642,,
JMS,KJMS,,46.9297,-98.6782,,
MIB,KMIB,,48.4156,-101.358,,
MOT,KMOT,,48.2594,-101.28,,
PMB,KPMB,,48.9425,-97.2408,,
RDR,KRDR,,47.9611,-97.4012,,
VEX,,,48.3805,-102.898,,
WAH,KBWP,,46.2441,-96.6074,,
XWA,KXWA,,48.2597,-103.751,,
AKC,KAKR,,41.0375,-81.4669,,
AOH,KAOH,,40.7069,-84.0267,,
ATO,KUNI,,39.211,-82.2314,,
AXV,KAXV,,40.4934,-84.2989,,
BJJ,KBJJ,,40.8748,-81.8883,,
BKL,KBKL,,41.5175,-81.6833,,
CAK,KCAK,,40.9161,-81.4422,,
CGF,KCGF,,41.5651,-81.4864,,
CLE,KCLE,,41.4117,-81.8498,,
CMH,KCMH,,39.998,-82.8919,,
DAY,KDAY,,39.9024,-84.2194,,
DFI,KDFI,,41.3375,-84.4288,,
FDY,KFDY,,41.0135,-83.6687,,
FFO,KFFO,,39.8261,-84.0483,,
GQQ,KGQQ,,40.7534,-82.7238,,
HAO,KHAO,,39.3638,-84.522,,
HTW,KHTW,,38.4193,-82.4943,,
ILN,KILN,,39.4279,-83.7921,,
JFN,KHZY,,41.778,-80.6955,,
LCK,KLCK,,39.8138,-82.9278,,
LNN,KLNN,,41.684,-81.3897,,
LUK,KLUK,,39.1033,-84.4186,,
MFD,KMFD,,40.8214,-82.5166,,
MGY,KMGY,,39.589,-84.2249,,
MNN,KMNN,,40.6162,-83.0635,,
MWO,KMWO,,39.531,-84.3953,,
OSU,KOSU,,40.0798,-83.073,,
OXD,KOXD,,39.5023,-84.7844,,
PHD,KPHD,,40.4709,-81.4197,,
PMH,KPMH,,38.8405,-82.8473,,
SGH,KSGH,,39.8403,-83.8402,,
SKY,KSKY,,41.4333,-82.6522,,
TDZ,KTDZ,,41.5649,-83.4823,,
TOL,KTOL,,41.5868,-83.8078,,
YNG,KYNG,,41.2607,-80.6791,,
ZZV,KZZV,,39.9444,-81.8921,,
ADM,KADM,,34.303,-97.0196,,
ADT,KADH,,34.8043,-96.6713,,
AHD,,,34.147,-97.1227,,
ATE,,,34.1926,-95.6499,,
AXS,KAXS,,34.698,-99.3385,,
BVO,KBVO,,36.7625,-96.0112,,
BWL,KBKN,,36.7959,-97.317,,
CHK,KCHK,,35.0974,-97.9677,,
CKA,KCKA,,36.7439,-98.1231,,
CLK,KCLK,,35.5383,-98.9327,,
CSM,KCSM,,35.3398,-99.2005,,
CUH,KCUH,,35.9499,-96.7731,,
DUA,KDUA,,33.9423,-96.3945,,
DUC,KDUC,,34.4709,-97.9599,,
ELK,KELK,,35.4308,-99.3943,,
END,KEND,,36.3392,-97.9165,,
FDR,KFDR,,34.352,-98.9839,,
FSI,KFSI,,34.6498,-98.4022,,
GAG,KGAG,,36.2955,-99.7764,,
GOK,KGOK,,35.8498,-97.4156,,
GUY,KGUY,,36.6851,-101.508,,
HBR,KHBR,,34.9913,-99.0513,,
HUJ,KHHW,,34.0348,-95.5419,,
LAW,KLAW,,34.5677,-98.4166,,
LTS,KLTS,,34.6671,-99.2667,,
MIO,KMIO,,36.9092,-94.8875,,
MKO,KMKO,,35.6565,-95.3667,,
MLC,KMLC,,34.8824,-95.7835,,
NRI,,,36.5776,-94.8619,,
OKC,KOKC,,35.3931,-97.6007,,
OKM,KOKM,,35.6681,-95.9487,,
OUN,KOUN,,35.2456,-97.4721,,
PNC,KPNC,,36.732,-97.0998,,
PWA,KPWA,,35.5342,-97.6471,,
RKR,KRKR,,35.0216,-94.6213,,
RVS,KRVS,,36.0396,-95.9846,,
SNL,KSNL,,35.3579,-96.9428,,
SUD,KSUD,,35.7896,-96.6557,,
SWO,KSWO,,36.1612,-97.0857,,
TIK,KTIK,,35.4147,-97.3866,,
TUL,KTUL,,36.1984,-95.8881,,
WDG,KWDG,,36.3792,-97.7911,,
WWR,KWWR,,36.438,-99.5227,,
AHM,,,42.1903,-122.661,,
AST,KAST,,46.158,-123.879,,
BDY,,,43.0865,-124.408,,
BKE,KBKE,,44.8373,-117.809,,
BNO,KBNO,,43.5919,-118.955,,
BOK,KBOK,,42.0746,-124.29,,
CHZ,,,42.5794,-121.879,,
CVO,KCVO,,44.4972,-123.29,,
CZK,KCZK,,45.6769,-121.879,,
DLS,KDLS,,45.6185,-121.167,,
EUG,KEUG,,44.1246,-123.212,,
FMU,,,43.9828,-124.111,,
GOL,,,42.4134,-124.424,,
GTP,,,42.5101,-123.388,,
HES,KHRI,,45.8282,-119.259,,
HIO,KHIO,,45.5404,-122.95,,
JDA,KGCD,,44.4042,-118.963,,
LGD,KLGD,,45.2902,-118.007,,
LKV,KLKV,,42.1611,-120.399,,
LMT,KLMT,,42.1561,-121.733,,
MDJ,,,44.6702,-121.155,,
MFR,KMFR,,42.3742,-122.873,,
ONO,KONO,,44.0205,-117.014,,
ONP,KONP,,44.5804,-124.058,,
OTH,KOTH,,43.4171,-124.246,,
OTK,KTMK,,45.4182,-123.814,,
PDT,KPDT,,45.6951,-118.841,,
PDX,KPDX,,45.5887,-122.598,,
PFC,KPFC,,45.1998,-123.962,,
PRZ,,,44.287,-120.904,,
RBG,KRBG,,43.2388,-123.356,,
RDM,KRDM,,44.2541,-121.15,,
REO,KREO,,42.5777,-117.885,,
SLE,KSLE,,44.9095,-123.003,,
SUO,,,43.8763,-121.453,,
TTD,KTTD,,45.5494,-122.401,,
ABE,KABE,,40.6521,-75.4408,,
AGC,KAGC,,40.3544,-79.9302,,
AOO,KAOO,,40.2964,-78.32,,
AVP,KAVP,,41.3385,-75.7234,,
BBX,KLOM,,40.1375,-75.2651,,
BFD,KBFD,,41.8031,-78.6401,,
BFP,KBVI,,40.7725,-80.3914,,
BTP,KBTP,,40.7769,-79.9497,,
CTH,KMQS,,39.979,-75.8655,,
DUJ,KDUJ,,41.1783,-78.8987,,
DYL,KDYL,,40.333,-75.1223,,
ERI,KERI,,42.0831,-80.1739,,
ESP,,,41.0358,-75.1606,,
FKL,KFKL,,41.3779,-79.8604,,
GTY,,,39.8409,-77.2742,,
HAR,KCXY,,40.2171,-76.8515,,
HZL,KHZL,,40.9868,-75.9949,,
IDI,KIDI,,40.6322,-79.1055,,
IPT,KIPT,,41.2418,-76.9211,,
JST,KJST,,40.3161,-78.8339,,
LBE,KLBE,,40.2759,-79.4048,,
LHV,KLHV,,41.1356,-77.4223,,
LNS,KLNS,,40.1217,-76.2961,,
MDT,KMDT,,40.1935,-76.7634,,
MEJ,KGKJ,,41.6265,-80.2147,,
MPO,KMPO,,41.1375,-75.3789,,
MUI,KMUI,,40.4348,-76.5694,,
PHL,KPHL,,39.8719,-75.2411,,
PIT,KPIT,,40.4915,-80.2329,,
PNE,KPNE,,40.0819,-75.0106,,
PSB,KPSB,,40.8835,-78.0863,,
PSQ,,,39.859,-75.2996,,
PTW,KPTW,,40.2396,-75.5567,,
RDG,KRDG,,40.3785,-75.9652,,
RED,KRVL,,40.6774,-77.6268,,
SCE,KUNV,,40.8493,-77.8487,,
SEG,KSEG,,40.8206,-76.8639,,
STQ,KOYM,,41.4125,-78.5026,,
THV,KTHV,,39.917,-76.873,,
UKT,KUKT,,40.4352,-75.3819,,
WAY,KWAY,,39.9001,-80.1331,,
WBW,KWBW,,41.2972,-75.8512,,
WSG,KAFJ,,40.1365,-80.2902,,
BID,KBID,,41.1681,-71.5778,,
NCO,KOQU,,41.5971,-71.4121,,
NPT,KUUU,,41.5324,-71.2815,,
PVD,KPVD,,41.7326,-71.4204,,
SFZ,KSFZ,,41.9208,-71.4914,,
WST,KWST,,41.3496,-71.8034,,
AIK,KAIK,,33.6494,-81.685,,
AND,KAND,,34.4946,-82.7094,,
BFT,KARW,,32.4122,-80.6344,,
BNL,KBNL,,33.2578,-81.3883,,
BTN,KBBP,,34.6217,-79.7344,,
CAE,KCAE,,33.9388,-81.1195,,
CDN,KCDN,,34.2836,-80.5649,,
CEU,KCEU,,34.6719,-82.8865,,
CHS,KCHS,,32.8986,-80.0405,,
CRE,KCRE,,33.8117,-78.7239,,
CUB,KCUB,,33.9705,-80.9952,,
DLL,KDLC,,34.4491,-79.3686,,
FLO,KFLO,,34.1854,-79.7239,,
GDC,KGYH,,34.7583,-82.3764,,
GGE,KGGE,,33.3117,-79.3196,,
GMU,KGMU,,34.8479,-82.35,,
GRD,KGRD,,34.2487,-82.1591,,
GSP,KGSP,,34.8957,-82.2189,,
HCW,KCQW,,34.7129,-79.957,,
HHH,KHXD,,32.2244,-80.6975,,
HVS,KHVS,,34.4031,-80.1192,,
MMT,KMMT,,33.9208,-80.8013,,
MYR,KMYR,,33.6797,-78.9283,,
OGB,KOGB,,33.4568,-80.8595,,
RBW,KRBW,,32.921,-80.6406,,
RKH,KUZA,,34.9878,-81.0572,,
SSC,KSSC,,33.9727,-80.4706,,
USC,,,40.2249,-83.3519,,
ABR,KABR,,45.4491,-98.4218,,
ATY,KATY,,44.914,-97.1547,,
BKX,KBKX,,44.3048,-96.8169,,
CTK,,,43.3089,-96.571,,
FSD,KFSD,,43.582,-96.7419,,
HON,KHON,,44.3852,-98.2285,,
LEM,KLEM,,45.9187,-102.106,,
LQK,KLQK,,34.81,-82.7029,,
MBG,KMBG,,45.5465,-100.408,,
MHE,KMHE,,43.7748,-98.0386,,
PHP,KPHP,,44.0486,-101.599,,
PIR,KPIR,,44.3827,-100.286,,
RAP,KRAP,,44.0453,-103.057,,
RCA,KRCA,,44.145,-103.104,,
SPF,KSPF,,44.4803,-103.783,,
TTO,KBTN,,45.8152,-97.7431,,
XMD,KMDS,,44.016,-97.0859,,
XPR,KIEN,,43.0225,-102.511,,
YKN,KYKN,,42.9167,-97.3859,,
APT,KAPT,,35.0607,-85.5853,,
BNA,KBNA,,36.1245,-86.6782,,
CHA,KCHA,,35.0353,-85.2038,,
CKV,KCKV,,36.6219,-87.415,,
CSV,KCSV,,35.9513,-85.085,,
FYM,KFYM,,35.0597,-86.564,,
GCY,KGCY,,36.193,-82.8151,,
GHM,KGHM,,35.8374,-87.4454,,
GKT,KGKT,,35.8578,-83.5287,,
MEM,KMEM,,35.0424,-89.9767,,
MKL,KMKL,,35.5999,-88.9156,,
MMI,KMMI,,35.3973,-84.5626,,
MOR,KMOR,,36.1795,-83.3752,,
MQY,KMQY,,36.009,-86.5201,,
MRC,KMRC,,35.5541,-87.1789,,
NQA,KNQA,,35.3567,-89.8703,,
PHT,KPHT,,36.3382,-88.3829,,
RKW,KRKW,,35.9223,-84.6897,,
RNC,KRNC,,35.6987,-85.8438,,
SYI,KSYI,,35.5601,-86.4425,,
THA,KTHA,,35.3801,-86.2464,,
TRI,KTRI,,36.4752,-82.4074,,
TYS,KTYS,,35.811,-83.994,,
UCY,KUCY,,36.3818,-88.9854,,
UOS,KUOS,,35.2051,-85.8981,,
ABI,KABI,,32.4113,-99.6819,,
ACT,KACT,,31.6113,-97.2305,,
ADS,KADS,,32.9686,-96.8364,,
AFW,KAFW,,32.9876,-97.3188,,
ALE,,,30.3842,-103.684,,
ALI,KALI,,27.7409,-98.0269,,
AMA,KAMA,,35.2194,-101.706,,
ASL,KASL,,32.5205,-94.3078,,
AUS,KAUS,,30.1945,-97.6699,,
,KBAZ,,29.703,-98.0411,,
BBC,KBYY,,28.9733,-95.8635,,
BBD,KBBD,,31.1793,-99.3239,,
BGD,KBGD,,35.7009,-101.394,,
BIF,KBIF,,31.8495,-106.38,,
BKD,KBKD,,32.719,-98.891,,
BMT,KBMT,,30.0707,-94.2158,,
BPT,KBPT,,29.9508,-94.0207,,
BRO,KBRO,,25.9068,-97.4259,,
BWD,KBWD,,31.7936,-98.9565,,
BZT,,,28.9822,-95.5797,,
CCG,,,31.4151,-102.363,,
CDS,KCDS,,34.4338,-100.288,,
CFD,KCFD,,30.7157,-96.3314,,
CLL,KCLL,,30.5886,-96.3638,,
CNW,KCNW,,31.6378,-97.0741,,
COM,KCOM,,31.8411,-99.4036,,
COT,KCOT,,28.4567,-99.2203,,
CRP,KCRP,,27.7704,-97.5012,,
CRS,KCRS,,32.0281,-96.4006,,
CUX,,,27.7218,-97.5121,,
CXO,KCXO,,30.3518,-95.4145,,
CZT,KCZT,,28.5222,-99.8236,,
DAL,KDAL,,32.8471,-96.8518,,
DFW,KDFW,,32.8968,-97.038,,
DHT,KDHT,,36.0226,-102.547,,
DLF,KDLF,,29.3595,-100.778,,
DRT,KDRT,,29.3742,-100.927,,
DWH,KDWH,,30.0618,-95.5528,,
DYS,KDYS,,32.4208,-99.8546,,
EFD,KEFD,,29.6073,-95.1588,,
EGP,,,28.8572,-100.512,,
ELA,KELA,,29.6006,-96.3219,,
ELP,KELP,,31.8072,-106.378,,
ERV,KERV,,29.9767,-99.0857,,
ETN,KETN,,32.4135,-98.8098,,
EVA,,,30.321,-94.0735,,
FST,KFST,,30.9157,-102.916,,
FTW,KFTW,,32.8198,-97.3624,,
FWH,KNFW,,32.7692,-97.4415,,
GGG,KGGG,,32.384,-94.7115,,
GLE,KGLE,,33.6514,-97.197,,
GLS,KGLS,,29.2653,-94.8604,,
GRK,KGRK,,31.0672,-97.8289,,
GVT,KGVT,,33.0678,-96.0653,,
HCA,KBPG,,32.2126,-101.522,,
HLR,KHLR,,31.1387,-97.7145,,
HOU,KHOU,,29.6454,-95.2789,,
HPY,KHPY,,29.7861,-94.9527,,
HRL,KHRL,,26.2285,-97.6544,,
HTV,KUTS,,30.7469,-95.5872,,
IAH,KIAH,,29.9844,-95.3414,,
ILE,KILE,,31.0858,-97.6865,,
INK,KINK,,31.7796,-103.201,,
IRB,,,30.9057,-101.892,,
IWS,KIWS,,29.8182,-95.6726,,
JAS,KJAS,,30.8857,-94.0349,,
JCT,KJCT,,30.5113,-99.7635,,
JCY,,,30.2518,-98.6225,,
JKV,KJSO,,31.8693,-95.2174,,
KIP,KCWC,,33.8578,-98.4904,,
LBB,KLBB,,33.6636,-101.823,,
LFK,KLFK,,31.234,-94.75,,
LJN,KLBX,,29.1086,-95.4621,,
LRD,KLRD,,27.5438,-99.4616,,
MAF,KMAF,,31.9425,-102.202,,
MDD,KMDD,,32.0365,-102.101,,
MFE,KMFE,,26.1758,-98.2386,,
MGI,,,28.323,-96.464,,
MIF,,,31.5825,-102.909,,
MPS,KOSA,,32.8981,-79.7828,,
MRF,KMRF,,30.3711,-104.018,,
MWL,KMWL,,32.7816,-98.0602,,
NGP,KNGP,,27.6926,-97.2911,,
NGW,KNGW,,27.7027,-97.4389,,
NIR,,,28.3624,-97.6619,,
NQI,KNQI,,27.5072,-97.8097,,
OCH,KOCH,,31.578,-94.7095,,
ONY,KONY,,33.3522,-98.7915,,
OZA,KOZA,,30.7353,-101.203,,
PEQ,KPEQ,,31.3824,-103.511,,
PNX,KGYI,,33.7141,-96.6737,,
PPA,KPPA,,35.613,-100.996,,
PRX,KPRX,,33.6366,-95.4508,,
PSN,KPSN,,31.7797,-95.7063,,
PSX,KPSX,,28.7275,-96.251,,
PVW,KPVW,,34.1681,-101.717,,
RBD,KRBD,,32.6809,-96.8682,,
RCK,KRCK,,30.6316,-96.9897,,
REE,,,33.5903,-102.037,,
RFG,KRFG,,28.2886,-97.318,,
RGR,,,32.4526,-98.6828,,
RKP,KRKP,,28.0868,-97.0446,,
RND,KRND,,29.5297,-98.2789,,
SAT,KSAT,,29.5337,-98.4698,,
SEP,KSEP,,32.2153,-98.1777,,
SGR,KSGR,,29.6223,-95.6565,,
SJT,KSJT,,31.3577,-100.496,,
SKF,KSKF,,29.3842,-98.5811,,
SLR,KSLR,,33.1598,-95.6211,,
SNK,KSNK,,32.6934,-100.95,,
SPS,KSPS,,33.9888,-98.4919,,
SSF,KSSF,,29.337,-98.4711,,
SWW,KSWW,,32.4674,-100.467,,
TDW,KTDW,,35.1699,-101.826,,
TPL,KTPL,,31.1525,-97.4078,,
TRL,KTRL,,32.7092,-96.2674,,
TYR,KTYR,,32.3541,-95.4024,,
UVA,KUVA,,29.2113,-99.7436,,
VCT,KVCT,,28.8526,-96.9185,,
VHN,KVHN,,31.0578,-104.784,,
WEA,KWEA,,32.7463,-97.6824,,
WHT,KARM,,29.2543,-96.1544,,
WIB,,,34.2257,-99.2838,,
BCE,KBCE,,37.7064,-112.145,,
BDG,KBDG,,37.5833,-109.483,,
BFG,,,37.5458,-110.713,,
BMC,KBMC,,41.5524,-112.062,,
BTF,KBTF,,40.8694,-111.927,,
CDC,KCDC,,37.701,-113.099,,
CNY,KCNY,,38.755,-109.755,,
DPG,KDPG,,40.1994,-112.937,,
DTA,KDTA,,39.3806,-112.508,,
ENV,KENV,,40.7187,-114.031,,
FIL,KFOM,,38.9583,-112.363,,
GMV,,,37.0167,-110.201,,
HIF,KHIF,,41.124,-111.973,,
HVE,KHVE,,38.418,-110.704,,
KNB,KKNB,,37.0106,-112.531,,
LGU,KLGU,,41.7912,-111.852,,
MLF,KMLF,,38.6097,-112.986,,
MSD,,,39.5266,-111.476,,
MXC,,,37.9324,-109.341,,
NPH,,,39.7388,-111.872,,
NTJ,,,39.3291,-111.615,,
OGD,KOGD,,41.1959,-112.012,,
PNU,,,37.8452,-112.392,,
PUC,KPUC,,39.6139,-110.751,,
PVU,KPVU,,40.2192,-111.723,,
RIF,KRIF,,38.7364,-112.099,,
ROL,,,40.2783,-110.051,,
RVR,,,38.9614,-110.227,,
SBO,,,39.0291,-111.838,,
SGU,KSGU,,37.0364,-113.51,,
SLC,KSLC,,40.7884,-111.978,,
VEL,KVEL,,40.4409,-109.51,,
BTV,KBTV,,44.4719,-73.1533,,
EFK,KEFK,,44.8888,-72.2292,,
LLX,KCDA,,44.5691,-72.018,,
MPV,KMPV,,44.2035,-72.5623,,
MVL,KMVL,,44.5346,-72.614,,
RUT,KRUT,,43.5294,-72.9496,,
VSF,KVSF,,43.3436,-72.5173,,
APH,KAPH,,38.0689,-77.3183,,
BCB,KBCB,,37.2076,-80.4078,,
BKT,KBKT,,37.0742,-77.9575,,
CHO,KCHO,,38.1386,-78.4529,,
DAA,KDAA,,38.715,-77.181,,
DAN,KDAN,,36.5729,-79.3361,,
DCA,KDCA,,38.8522,-77.0378,,
DGN,KNDY,,38.3325,-77.0372,,
FAF,KFAF,,37.1325,-76.6088,,
FKN,KFKN,,36.6981,-76.9038,,
FRR,KFRR,,38.9175,-78.2535,,
GVE,KGVE,,38.156,-78.1658,,
HSP,KHSP,,37.9514,-79.8339,,
IAD,KIAD,,38.9445,-77.4558,,
LFI,KLFI,,37.0829,-76.3605,,
LNP,KLNP,,36.9875,-82.53,,
LOW,KLKU,,38.0098,-77.9701,,
LVL,KLVL,,36.7728,-77.7943,,
LYH,KLYH,,37.3267,-79.2004,,
MFV,KMFV,,37.6469,-75.7611,,
MNZ,KHEF,,38.7214,-77.5154,,
NGU,KNGU,,36.9376,-76.2893,,
NTU,KNTU,,36.8207,-76.0335,,
NYG,KNYG,,38.5017,-77.3053,,
ORF,KORF,,36.8946,-76.2012,,
PHF,KPHF,,37.1319,-76.493,,
PSK,KPSK,,37.1373,-80.6785,,
PTB,KPTB,,37.1838,-77.5074,,
RIC,KRIC,,37.5052,-77.3197,,
ROA,KROA,,37.3255,-79.9754,,
SHD,KSHD,,38.2638,-78.8964,,
VJI,KVJI,,36.6871,-82.0333,,
WAL,KWAL,,37.9402,-75.4664,,
WGO,KOKV,,39.1435,-78.1444,,
ALW,KALW,,46.0949,-118.288,,
BFI,KBFI,,47.53,-122.302,,
BLI,KBLI,,48.7928,-122.538,,
BYW,,,48.579,-122.826,,
CKR,,,48.5978,-122.998,,
CLM,KCLM,,48.1202,-123.5,,
CLS,KCLS,,46.677,-122.983,,
CWS,,,48.4901,-122.832,,
DHB,,,48.6167,-123.003,,
DTR,,,48.4998,-122.814,,
EAT,KEAT,,47.3989,-120.207,,
ELN,KELN,,47.033,-120.531,,
EPH,KEPH,,47.3076,-119.516,,
ESD,KORS,,48.7082,-122.91,,
ESW,KESW,,47.2542,-121.186,,
FBS,,,48.5373,-123.01,,
FRD,KFHR,,48.522,-123.024,,
GCD,,,47.922,-119.083,,
GEG,KGEG,,47.6199,-117.534,,
GRF,KGRF,,47.0792,-122.581,,
HQM,KHQM,,46.9712,-123.937,,
KEH,,,47.7548,-122.259,,
KLS,KKLS,,46.118,-122.898,,
LKE,,,47.629,-122.339,,
LPS,,,48.4839,-122.938,,
MVW,KBVS,,48.4709,-122.421,,
MWH,KMWH,,47.2077,-119.32,,
NUW,KNUW,,48.3518,-122.656,,
ODW,KOKH,,48.2515,-122.674,,
OLM,KOLM,,46.9694,-122.903,,
OMK,KOMK,,48.4644,-119.518,,
OTS,,,48.499,-122.662,,
PAE,KPAE,,47.9063,-122.282,,
PSC,KPSC,,46.2647,-119.119,,
PUL,,,47.734,-122.647,,
PUW,KPUW,,46.7439,-117.11,,
PWT,KPWT,,47.4902,-122.765,,
RCE,,,48.6123,-123.139,,
RLD,KRLD,,46.3056,-119.304,,
