Count,Attributes
3,"('1.89NM', 'SSE')"
3,"('(CPR4)).', '394FT')"
3,"('AGL', '1604FT')"
3,"('1604FT', 'AMSL.')"
3,"('BY', '523FT')"
3,"('523FT', 'DUE')"
3,"('DUE', 'TREES')"
3,"('TREES', '550FT')"
3,"('550FT', 'BFR')"
3,"('AND', '100FT')"
3,"('100FT', 'W')"
3,"('W', 'EXTENDED')"
3,"('APRX', '50FT')"
3,"('50FT', 'AGL')"
3,"('AGL', '370FT')"
3,"('370FT', 'AMSL.')"
3,"('AMSL.', 'DECLARED')"
3,"('LDA', '1975')"
3,"('09,', '300-1')"
3,"('ZBW.', 'V576')"
3,"('NE', '2000FT')"
3,"('2000FT', 'WIP')"
3,"('RWY', '34C,')"
3,"('34C,', 'AMDT')"
3,"('FICON', '25')"
3,"('16,', '34')"
3,"('ZBW.', 'V139')"
3,"('V139', 'PROVIDENCE')"
3,"('PROVIDENCE', '(PVD)')"
3,"('(PVD)', 'VOR/DME,')"
3,"('VOR/DME,', 'RI')"
3,"('TO', 'INNDY,')"
3,"('MA', 'MEA')"
3,"('TWY', 'C1,')"
3,"('C1,', 'C2,')"
3,"('C2,', 'C3,')"
3,"('PAPI', '26')"
3,"('26', 'U/S')"
3,"('SEA', 'RWY')"
3,"('B)', '2411240722')"
3,"('2411240722', 'E)')"
3,"('A3', 'BTN')"
3,"('V2', 'ALEXANDRIA')"
3,"('ALEXANDRIA', '(AXN)')"
3,"('(AXN)', 'VOR/DME,')"
3,"('TO', 'TLBAT,')"
3,"('TLBAT,', 'MN')"
3,"('WID', 'CANCELED')"
3,"('AT', '2411260214.')"
3,"('CPJ3', 'HAMILTON')"
3,"('HAMILTON', '(MCMASTER')"
3,"('(MCMASTER', 'UNIVERSITY')"
3,"('UNIVERSITY', 'MEDICAL')"
3,"('MEDICAL', 'CENTRE)')"
3,"('ZBW.', 'J49')"
3,"('J49', 'ALBANY')"
3,"('TO', 'SQUAM,')"
3,"('SQUAM,', 'NH')"
3,"('NH', 'NA')"
3,"('VORTAC', 'R-071')"
3,"('R-071', 'UNUSABLE')"
3,"('ZNY.', 'V139,')"
3,"('4180/HAA', '518,')"
3,"('518,', 'EXCEPT')"
3,"('A,', 'A')"
3,"('09,', 'B,')"
3,"('B,', 'C,')"
3,"('(2NM', 'S')"
3,"('B)', '2411250029')"
3,"('2411250029', 'E)')"
3,"('AT', '2411260903.')"
3,"('MSP', 'AD')"
3,"('325', 'FT')"
3,"('SID', 'FLYING')"
3,"('1000FT', 'CLSD')"
3,"('INCLUDE', 'C55,')"
3,"('C55,', 'FEP,')"
3,"('FEP,', 'RFD,')"
3,"('SQI,', 'C73,')"
3,"('C73,', 'C82.')"
3,"('CRANE', '434408N')"
3,"('434408N', '0792639W')"
3,"('0792639W', 'APRX')"
3,"('APRX', '2050FT')"
3,"('2050FT', 'BFR')"
3,"('AND', '2830FT')"
3,"('2830FT', 'NE')"
3,"('AGL', '881FT')"
3,"('881FT', 'AMSL.')"
3,"('INCLUDE', 'BDE,')"
3,"('JYG,', 'LIF,')"
3,"('LIF,', 'LXL,')"
3,"('LXL,', 'PEX,')"
3,"('ULM,', 'D39.')"
3,"('DLY', '1230-1400')"
3,"('RWY', 'DATA:')"
3,"('AT', '2411251752.')"
3,"('2411251752.', 'CANCELED')"
3,"('SLUSH', 'SANDED')"
3,"('OF', '487FT')"
3,"('487FT', 'PER')"
3,"('3/4', 'WITH')"
3,"('CRANE', '922')"
3,"('922', 'MSL')"
3,"('MSL', '1.87NM')"
3,"('1.87NM', 'WEST')"
3,"('27', '(2021-ANE-8621-OE).')"
3,"('(2021-ANE-8621-OE).', 'ALL')"
3,"('(142FT', 'AGL)')"
3,"('07', 'FICON')"
3,"('A)', 'KBED')"
3,"('KBED', 'B)')"
3,"('E)', 'BED')"
3,"('28', 'GP')"
3,"('AT', '2411260209.')"
3,"('V413', 'IRONWOOD')"
3,"('IRONWOOD', '(IWD)')"
3,"('(IWD)', 'VOR/DME,')"
3,"('WI', 'CHANGE')"
3,"('CHANGE', 'CHANGE-OVER')"
3,"('CHANGE-OVER', 'POINT')"
3,"('POINT', 'TO')"
3,"('READ', '45')"
3,"('45', 'NM')"
3,"('FROM', 'IWD')"
3,"('IWD', 'AND')"
3,"('AND', '68')"
3,"('68', 'NM')"
3,"('FROM', 'EAU.')"
3,"('AND', '4IN')"
3,"('SERVICE.', '2411211209-2412211209EST')"
3,"('DANSVILLE', 'MUNI,')"
3,"('MUNI,', 'DANSVILLE,')"
3,"('DANSVILLE,', 'NY.')"
3,"('(0.4NM', 'NW')"
3,"('NW', 'GEG)')"
3,"('B)', '2411232356')"
3,"('2411232356', 'E)')"
3,"('V13', 'WEMAN,')"
3,"('WEMAN,', 'MN')"
3,"('(3.4NM', 'SW')"
3,"('D', 'HLDG')"
3,"('10', 'RVRT')"
3,"('MSL', '5240FT')"
3,"('5240FT', 'W')"
3,"('A8', 'COMMISSIONED')"
3,"('MN', 'R-172')"
3,"('R-172', 'TO')"
3,"('10000.', 'GPZ')"
3,"('VOR/DME', 'R-172')"
3,"('R-172', 'UNUSABLE')"
3,"('10000', 'AND')"
3,"('AND', 'MOCA')"
3,"('MOCA', 'UNSAT')"
3,"('UNSAT', 'AT')"
3,"('AT', '3000.')"
3,"('ODP', 'AIRLAKE,')"
3,"('DER,', '297')"
3,"('FT', 'AGL/1056')"
3,"('AGL/1056', 'FT')"
3,"('MN.', 'TREE')"
3,"('1284', 'FT')"
3,"('WET,', '70')"
3,"('70', 'PCT')"
3,"('DEPARTURE...', 'MINIMUM')"
3,"('OF', '450840N1202539W.')"
3,"('450840N1202539W.', 'AP')"
3,"('INCLUDE', '3S9,')"
3,"('3S9,', 'CZK,')"
3,"('CZK,', 'DLS,')"
3,"('DLS,', 'S20,')"
3,"('S20,', 'S33,')"
3,"('S33,', '12S,')"
3,"('12S,', '9S9.')"
3,"('CLIMB', 'HEADING')"
3,"('ODP', 'NECEDAH,')"
3,"('NECEDAH,', 'NECEDAH,')"
3,"('NECEDAH,', 'WI.')"
3,"('DER,', '465')"
3,"('465', 'FT')"
3,"('978', 'FT')"
3,"('FREDERICK', 'DOUGLASS/GREATER')"
3,"('DOUGLASS/GREATER', 'ROCHESTER')"
3,"('ROCHESTER', 'INTL,')"
3,"('INTL,', 'ROCHESTER,')"
3,"('ROCHESTER,', 'NY.')"
3,"('MEA', '9000.')"
3,"('9000.', 'GPZ')"
3,"('BELOW', '9000.')"
3,"('SQI,', 'FEP.')"
3,"('ROUTE', 'NOTICE')"
3,"('NOTICE', 'OF')"
3,"('OF', 'FPL')"
3,"('FPL', 'RQMNTS')"
3,"('RQMNTS', 'OF')"
3,"('OF', 'EB')"
3,"('TFC', 'VIA')"
3,"('NAR.', 'ACFT')"
3,"('ALSO', 'TRANSIT')"
3,"('TRANSIT', 'ZBW')"
3,"('FIR', 'INTO')"
3,"('INTO', 'ZNY')"
3,"('ZNY', 'OCEANIC')"
3,"('CTA', 'VIA')"
3,"('VIA', 'DOVEY')"
3,"('DOVEY', '420000N0600000W')"
3,"('Q)', 'KZOB/QMNXX////000/999/4258N08345W005')"
3,"('KZOB/QMNXX////000/999/4258N08345W005', 'A)')"
3,"('SOUTHWEST', 'OF')"
3,"('IA..ROUTE', 'ZMP.')"
3,"('27', 'CAT')"
3,"('04', 'RVRR')"
3,"('DER,', '279')"
3,"('TO', '85')"
3,"('688', 'FT')"
3,"('FT', 'AGL/695')"
3,"('AGL/695', 'FT')"
3,"('702', 'FT')"
3,"('708', 'FT')"
3,"('FT', 'AGL/747')"
3,"('AGL/747', 'FT')"
3,"('DER,', '251')"
3,"('FT', 'AGL/745')"
3,"('AGL/745', 'FT')"
3,"('470', 'FT')"
3,"('894', 'FT')"
3,"('ZMP.', 'V171')"
3,"('V171', 'ROLAG,')"
3,"('ROLAG,', 'MN')"
3,"('TO', 'APRIW,')"
3,"('APRIW,', 'MN')"
3,"('MN', 'NA')"
3,"('GPS.', 'AXN')"
3,"('AXN', 'VOR/DME')"
3,"('R-314', 'UNUSABLE')"
3,"('48', 'NM.')"
3,"('(HELI)', 'TRIGGER')"
3,"('-', 'NIAGARA')"
3,"('1340/40', '437')"
3,"('IAP', 'SPARTA/FORT')"
3,"('SPARTA/FORT', 'MC')"
3,"('MC', 'COY,')"
3,"('COY,', 'SPARTA,')"
3,"('SPARTA,', 'WI.')"
3,"('29,', 'AMDT')"
3,"('AND', 'JA')"
3,"('OBST', 'BUILDING')"
3,"('BEYOND', '40NM')"
3,"('SOLID', '145FT')"
3,"('145FT', 'WID')"
3,"('CRANE', '469')"
3,"('469', 'MSL')"
3,"('MSL', '2970FT')"
3,"('2970FT', 'NW')"
3,"('Q)', 'KZLC/QMRXX////000/999/4557N11230W005')"
3,"('KZLC/QMRXX////000/999/4557N11230W005', 'A)')"
3,"('AT', '2411260208.')"
3,"('ZSE', 'OR..ROUTE')"
3,"('GOBKE', 'FIX')"
3,"('Q)', 'KZOB/QMXXX////000/999/4258N08345W005')"
3,"('KZOB/QMXXX////000/999/4258N08345W005', 'A)')"
3,"('TXL', 'F6')"
3,"('32', 'LOC')"
3,"('ASH', 'NAV')"
3,"('14', 'GP')"
3,"('(1.8NM', 'E')"
3,"('ADU,', 'CIN,')"
3,"('SE', 'ALB)')"
3,"('19', 'PAPI')"
3,"('CRANE', '433917N')"
3,"('RCL.', '476FT')"
3,"('476FT', 'AGL')"
3,"('AGL', '788FT')"
3,"('788FT', 'AMSL.')"
3,"('MAINT', 'RAMP')"
3,"('V84', 'PIVOT,')"
3,"('SD.', 'TAKEOFF')"
3,"('10/28', 'RCLL')"
3,"('HR', 'OF')"
3,"('CALL', 'OUT')"
3,"('04R', 'RVRT')"
3,"('15', 'APCH')"
3,"('APCH', ':')"
3,"(':', 'ILS/DME')"
3,"(':', '1162')"
3,"(':', '1260')"
3,"('1260', '(348)')"
3,"('(348)', '1')"
3,"('TABLE', ':')"
3,"(':', 'LAST')"
3,"('READ:', '1.5/1260')"
3,"('1.5/1260', 'INSTEAD')"
3,"('OF', '1.4/1240')"
3,"('1.4/1240', '.')"
3,"('READ:', '1240')"
3,"('1240', '(335)')"
3,"('(335)', '1')"
3,"('1', 'DIST/ALT')"
3,"('READ:', '0.9/1240')"
3,"('0.9/1240', 'INSTEAD')"
3,"('OF', '0.8/1220')"
3,"('0.8/1220', '.')"
3,"('READ:', '1162')"
3,"('READ:', '1317')"
3,"('1317', '(405)')"
3,"('(405)', '1')"
3,"('0.15', 'MINIMA')"
3,"('READ:', '1234')"
3,"('1234', '(322)')"
3,"('(322)', '1')"
3,"('READ:', '1287')"
3,"('1287', '(382)')"
3,"('(382)', '1')"
3,"('0.10', 'MINIMA')"
3,"('READ:', '1233')"
3,"('1233', '(328)')"
3,"('(328)', '1')"
3,"('AT', '2411260156.')"
3,"('EFFECT.', 'CRANE')"
3,"('RUNGELING', 'APAPI')"
3,"('APAPI', '05')"
3,"('AND', '23')"
3,"('23', 'U/S')"
3,"('C,', 'F')"
3,"('SE', 'EDGE')"
3,"('THRESHOLD.', 'WHEN')"
3,"('34', 'AT')"
3,"('AUTHORIZED.', '2411071853-2611071853EST')"
3,"('JA', 'NOT')"
3,"('WET,', '100')"
3,"('276', 'FT')"
3,"('AND', 'T')"
3,"('T', 'HANGAR')"
3,"('HANGAR', 'D')"
3,"('WITTMAN', 'RGNL,')"
3,"('RGNL,', 'OSHKOSH,')"
3,"('OSHKOSH,', 'WI.')"
3,"('21', 'CAT')"
3,"('Q)', 'KZSE/QMRXX////000/999/4645N11707W005')"
3,"('KZSE/QMRXX////000/999/4645N11707W005', 'A)')"
3,"('AND', '1/8IN')"
3,"('IAP', 'WHITE')"
3,"('SPRINGS,', 'WHITE')"
3,"('SPRINGS,', 'MT.')"
3,"('CHANGE', 'CHART')"
3,"('B)', '2411240847')"
3,"('2411240847', 'E)')"
3,"('BEFORE', 'PROCEEDING')"
3,"('PROCEEDING', 'ON')"
3,"('905', 'FT')"
3,"('TREES,', 'TOWER')"
3,"('916', 'FT')"
3,"('TO', '942')"
3,"('RWY', '31:')"
3,"('957', 'FT')"
3,"('BAF', 'TWY')"
3,"('208-364-5860', 'DLY')"
3,"('OF', '475458N1194707W.')"
3,"('475458N1194707W.', 'AP')"
3,"('10R', 'AND')"
3,"('ZMP.', 'V172')"
3,"('V172', 'WUNOT,')"
3,"('WUNOT,', 'IA')"
3,"('IA', 'TO')"
3,"('TO', 'LINDE,')"
3,"('LINDE,', 'IA')"
3,"('IA', 'MOCA')"
3,"('31', 'LOC')"
3,"('75FT', 'WIDE')"
3,"('CENTRE', '435203N')"
3,"('TUDOG', 'RNAV')"
3,"('TUDOG', 'ILS')"
3,"('AVTEK', 'RNAV')"
3,"('ASH', 'APRON')"
3,"('UNUSABLE.', '2304191450-2504201450EST')"
3,"('Q)', 'KZSE/QMXXX////000/999/4645N11707W005')"
3,"('KZSE/QMXXX////000/999/4645N11707W005', 'A)')"
3,"('PUW', 'TWY')"
3,"('SE', 'BIL)')"
3,"('V84', 'STORY,')"
3,"('STORY,', 'IL')"
3,"('IL', 'TO')"
3,"('TO', 'PIVOT,')"
3,"('4000', 'EASTBOUND,')"
3,"('EASTBOUND,', '3000')"
3,"('3000', 'WESTBOUND.')"
3,"('2', 'CATS')"
3,"('TO', 'EGITE')"
3,"('EGITE', 'MINIMUM')"
3,"('ODP', 'WILLIAMSON/SODUS,')"
3,"('WILLIAMSON/SODUS,', 'WILLIAMSON/SODUS,')"
3,"('WILLIAMSON/SODUS,', 'NY.')"
3,"('NY.', 'TREES')"
3,"('TREES,', 'UTILITY')"
3,"('B)', '2411240320')"
3,"('2411240320', 'E)')"
3,"('APCH:', 'LNAV/VNAV')"
3,"('21', 'RVRM')"
3,"('100FT', 'AGL')"
3,"('ONLY', 'AVBL')"
3,"('FEET', 'RIGHT')"
3,"('FEET', 'MSL.')"
3,"('OR', '1300-3')"
3,"('1300-3', 'FOR')"
3,"('FT', 'AGL/728')"
3,"('AGL/728', 'FT')"
3,"('FT', 'AGL/751')"
3,"('AGL/751', 'FT')"
3,"('329', 'FT')"
3,"('POLES,', 'CATENARY')"
3,"('CATENARY', 'WIRES,')"
3,"('NY.', 'POLES,')"
3,"('TREES,', 'CATENARY')"
3,"('MSL.', 'CATENARY')"
3,"('POLES,', 'ELECTRICAL')"
3,"('FT', 'AGL/701')"
3,"('AGL/701', 'FT')"
3,"('DER,', '485')"
3,"('485', 'FT')"
3,"('DER,', '364')"
3,"('ODP', 'MARSHFIELD')"
3,"('MARSHFIELD', 'MUNI,')"
3,"('MUNI,', 'MARSHFIELD,')"
3,"('MARSHFIELD,', 'WI.')"
3,"('AGL/1404', 'FT')"
3,"('865', 'FT')"
2,"('UNKNOWN)', '322411.00N1062257.02W')"
2,"('322411.00N1062257.02W', '(30NM')"
2,"('LRU)', '4210FT')"
2,"('4210FT', '(225FT')"
2,"('(6.3NM', 'S')"
2,"('27R', 'PAPI')"
2,"('NNW', 'BHM)')"
2,"('(264.1FT', 'AGL)')"
2,"('AND', 'TERMINAL')"
2,"('TERMINAL', '4')"
2,"('4', 'NORTH')"
2,"('RAMP', 'Q')"
2,"('Q', 'ALLEY')"
2,"('ALLEY', 'CLSD')"
2,"('NANDR', 'TWO')"
2,"('OF', '204')"
2,"('PUBLISHED.', '2308031409-2508031409EST')"
2,"('(3.4NM', 'SSW')"
2,"('(11.9NM', 'WSW')"
2,"('WSW', 'HOB)')"
2,"('Q)', 'KZTL/QMXXX/IV/BO/A/000/999/3338N08426W005')"
2,"('KZTL/QMXXX/IV/BO/A/000/999/3338N08426W005', 'A)')"
2,"('PAD', 'WIP')"
2,"('VASI', 'LOW')"
2,"('(5.8NM', 'NNE')"
2,"('(ASN', '2024-AWP-13301-OE)')"
2,"('2024-AWP-13301-OE)', '332646N1115847W')"
2,"('332646N1115847W', '(1.7NM')"
2,"('PHX)', '1319FT')"
2,"('1319FT', '(160FT')"
2,"('E-5', 'UNSERVICEABLE')"
2,"('AND', 'SUNSET')"
2,"('PHASE', 'II.')"
2,"('COYOTES', 'AND')"
2,"('AT', 'OTHER')"
2,"('(5.3NM', 'NE')"
2,"('(ASN', '2024-AWP-6628-NRA)')"
2,"('2024-AWP-6628-NRA)', '332605N1120103W')"
2,"('332605N1120103W', '(0.3NM')"
2,"('(0.3NM', 'W')"
2,"('PHX)', '1326FT')"
2,"('1326FT', '(210FT')"
2,"('ZLA', 'COM')"
2,"('22', 'TORA')"
2,"('LDA', '7398')"
2,"('7398', 'FT.')"
2,"('SW', 'SAN)')"
2,"('TWY', 'P2')"
2,"('P2', 'CL')"
2,"('RNP', '0.16')"
2,"('0.16', 'DA')"
2,"('PERMANENT', 'RNP')"
2,"('(6.8NM', 'WSW')"
2,"('WSW', '7T0)')"
2,"('MSL,', '2.44')"
2,"('2.44', 'NM')"
2,"('17', 'THR')"
2,"('NIGHT.', '2201122013-2612312013EST')"
2,"('B6', 'AND')"
2,"('TXL', 'V')"
2,"('25', 'GP')"
2,"('ZAB.', 'V263,')"
2,"('V263,', 'V611')"
2,"('V611', 'SANTA')"
2,"('FORT', 'UNION')"
2,"('UNION', '(FTI)')"
2,"('(FTI)', 'VORTAC,')"
2,"('MEA', '12700.')"
2,"('(6.7NM', 'WNW')"
2,"('(16.2NM', 'S')"
2,"('18R', 'RVRR')"
2,"('CLOSED', '28')"
2,"('NOV', '0200Z')"
2,"('0200Z', '(27')"
2,"('(27', 'NOV')"
2,"('NOV', '1800L)')"
2,"('1800L)', 'UNTIL')"
2,"('UNTIL', '02')"
2,"('IN', 'OBSERVANCE')"
2,"('OBSERVANCE', 'OF')"
2,"('OF', 'THANKSGIVING')"
2,"('2500.', 'ALL')"
2,"('AS', '3.81NM')"
2,"('3.81NM', 'RADIUS')"
2,"('NW', '2O8)')"
2,"('(361.9FT', 'AGL)')"
2,"('(6.1NM', 'NNE')"
2,"('V466', 'DORFF,')"
2,"('TO', 'PULASKI')"
2,"('MEA', '6200.')"
2,"('(7.2NM', 'SE')"
2,"('35L', 'ALS')"
2,"('NW', 'OKB)')"
2,"('INCLUDE', 'CDS,')"
2,"('CDS,', 'PVW.')"
2,"('A0648/24', 'NOTAMC')"
2,"('NOTAMC', 'A0646/24')"
2,"('A0646/24', 'Q)')"
2,"('Q)', 'KZAB/QCBXX////000/999/')"
2,"('KZAB/QCBXX////000/999/', 'A)')"
2,"('A)', 'KZAB')"
2,"('KZAB', 'B)')"
2,"('B)', '2411232145')"
2,"('2411232145', 'E)')"
2,"('E)', 'ZAB')"
2,"('IAP', 'OKOLONA')"
2,"('OKOLONA', 'MUNI/RICHARD')"
2,"('MUNI/RICHARD', 'STOVALL')"
2,"('STOVALL', 'FLD,')"
2,"('FLD,', 'OKOLONA,')"
2,"('OKOLONA,', 'MS.')"
2,"('REDUCTION', 'NOTE')"
2,"('ARFF', 'UNAVBL.')"
2,"('UNAVBL.', 'RSTD')"
2,"('RSTD', 'LOW')"
2,"('LOW', 'APPCH')"
2,"('APPCH', 'OPS')"
2,"('OPS', 'ONLY.')"
2,"('ONLY.', 'MON,')"
2,"('MON,', 'TUES,')"
2,"('TUES,', 'THUR,')"
2,"('THUR,', 'FRI.')"
2,"('NORTHBOUND.', '2409051414-2609051414EST')"
2,"('616,', 'CATS')"
2,"('DME', 'MINIMUMS:')"
2,"('MINIMUMS:', 'S-30C')"
2,"('S-30C', 'MDA')"
2,"('1/2.', 'SIDESTEP')"
2,"('3/4.', 'ALTITUDE')"
2,"('FIX', '1960.')"
2,"('1/4,', 'CATEGORY')"
2,"('1/2,', 'CATEGORY')"
2,"('3/4.', 'CRANE')"
2,"('B4', 'WIP')"
2,"('1/4,', 'CATS')"
2,"('YASCU', 'FIX')"
2,"('(2024-AWP-5743-OE).', '2409261453-2412291453EST')"
2,"('ER', 'AND')"
2,"('PERS/EQPT', 'OPR')"
2,"('CLEAR', 'ZONE.')"
2,"('OF', 'CTR')"
2,"('CTR', 'LINE.')"
2,"('WI', 'FORT')"
2,"('RWY', '12C,')"
2,"('12C,', 'AMDT')"
2,"('(0.2NM', 'ENE')"
2,"('AND', 'HANGAR')"
2,"('ZAB', 'COM')"
2,"('THAN', '300000LB')"
2,"('35R', 'CAT')"
2,"('CAMP', 'PENDLETON')"
2,"('BE', 'FROM')"
2,"('1500Z', '(0800L)')"
2,"('EXC', 'EMERGENCY')"
2,"('EMERGENCY', 'ACFT')"
2,"('TO', 'SUNSET')"
2,"('ALL', 'MANNED')"
2,"('MANNED', 'ACFT')"
2,"('ACFT', 'ENTERING')"
2,"('B.', 'ALL')"
2,"('NAV', 'CQY')"
2,"('CQY', 'VOR')"
2,"('B', 'EDGE')"
2,"('TO', 'INCREASED')"
2,"('(9.2NM', 'NNW')"
2,"('R1', 'AND')"
2,"('TWY', 'R3')"
2,"('R3', 'CLSD')"
2,"('THAN', '175FT')"
2,"('V70', 'BANBI')"
2,"('BANBI', 'INT,')"
2,"('TO', 'CRENS')"
2,"('CRENS', 'INT,')"
2,"('VOR', 'R-256')"
2,"('R-256', 'UNUSABLE')"
2,"('FROM', 'BANBI')"
2,"('BANBI', 'TO')"
2,"('TO', 'CRENS.')"
2,"('AMDT', '4D...')"
2,"('OF', '360114N0882453W.')"
2,"('360114N0882453W.', 'AP')"
2,"('CEY,', 'DYR,')"
2,"('SAN', 'SVC')"
2,"('BHM,', 'HSV,')"
2,"('HSV,', 'BNA,')"
2,"('CHA,', 'SYI,')"
2,"('SYI,', 'CSV,')"
2,"('CSV,', 'RNC,')"
2,"('RNC,', 'ATL.')"
2,"('AR.', 'ILS')"
2,"('22', 'DME')"
2,"('1200', 'THEN')"
2,"('HOLD.', 'DME')"
2,"('AERODROME', 'CLSD')"
2,"('NON', 'TENANT')"
2,"('SIGN', 'BTN')"
2,"('TWY', 'U')"
2,"('323229N1010629W.', 'AIRSPACE')"
2,"('INCLUDE', 'BPG,')"
2,"('BPG,', 'SNK,')"
2,"('SNK,', 'SWW.')"
2,"('V69', 'WALNUT')"
2,"('TO', 'FARMINGTON')"
2,"('FARMINGTON', '(FAM)')"
2,"('(FAM)', 'VORTAC,')"
2,"('SPOT', '9')"
2,"('9', 'CLSD')"
2,"('CLSD', 'CONST')"
2,"('(6.9NM', 'SSE')"
2,"('(0.9NM', 'NNW')"
2,"('ZFW.', 'J50')"
2,"('J50', 'ABILENE')"
2,"('TO', 'WACO')"
2,"('WACO', '(ACT)')"
2,"('(ACT)', 'VORTAC,')"
2,"('TX', 'COP')"
2,"('COP', '106')"
2,"('106', 'NM')"
2,"('FROM', 'ABI')"
2,"('ABI', 'VOR')"
2,"('FROM', 'ACT')"
2,"('ACT', 'VOR.')"
2,"('20000.', 'ACT')"
2,"('ACT', 'VOR')"
2,"('VOR', 'R-282')"
2,"('R-282', 'UNUSABLE')"
2,"('(9.9NM', 'E')"
2,"('(7.1NM', 'N')"
2,"('26L', 'FICON')"
2,"('AT', '2411260834.')"
2,"('OF', '330000N1031623W.')"
2,"('330000N1031623W.', 'AP')"
2,"('NOTAMC', 'A1598/24')"
2,"('A1598/24', 'Q)')"
2,"('Q)', 'KZFW/QXXXX////000/999/3340N10149W005')"
2,"('KZFW/QXXXX////000/999/3340N10149W005', 'A)')"
2,"('OF', '351921N1013156W')"
2,"('351921N1013156W', '(7.8NM')"
2,"('SW', 'T45)')"
2,"('T45)', '3961FT')"
2,"('3961FT', '(426FT')"
2,"('E', 'LBR)')"
2,"('CHANGED', '[US')"
2,"('CHANGE', 'MINIMA')"
2,"('READ:', 'CAT')"
2,"('CAT', 'D:')"
2,"('770', '(800-2')"
2,"('CAT', 'E:')"
2,"('(4.7NM', 'NNE')"
2,"('NNE', 'SWI)')"
2,"('ODP', 'DALLAS')"
2,"('17A...', 'TAKEOFF')"
2,"('CRANE,', '2886FT')"
2,"('2886FT', 'FROM')"
2,"('DER,', '311FT')"
2,"('311FT', 'RIGHT')"
2,"('79', 'AGL/565')"
2,"('(2024-ASW-11226-OE).', 'ALL')"
2,"('NM.', '2410251635-2610251635EST')"
2,"('(5.2NM', 'ESE')"
2,"('(208.0FT', 'AGL)')"
2,"('MEZ,', 'PRX,')"
2,"('(ASN', '2023-AWP-8992-OE)')"
2,"('2023-AWP-8992-OE)', '332103N1114030W')"
2,"('332103N1114030W', '(2.76')"
2,"('(2.76', 'NM')"
2,"('RWY', '12L)')"
2,"('12L)', 'UNKNOWN')"
2,"('31', 'DME')"
2,"('24', 'CAT')"
2,"('EXC', 'SINGLE')"
2,"('SINGLE', 'PROPELLOR')"
2,"('PROPELLOR', 'DRIVEN')"
2,"('DRIVEN', 'NON-TURBOJET')"
2,"('NON-TURBOJET', 'AIRCRAFT')"
2,"('ACFT', 'LESS')"
2,"('THAN', '12500LB')"
2,"('AIRSPACE', 'R2303A')"
2,"('R2303A', 'ACT')"
2,"('ACT', 'SFC-15000FT')"
2,"('TWY', 'CLOSED')"
2,"('TO', 'SIERRA')"
2,"('SIERRA', 'TWY')"
2,"('AND', '2')"
2,"('TWY', 'DUE')"
2,"('TWY', 'A12')"
2,"('A12', 'CLSD')"
2,"('35R,', 'AMDT')"
2,"('DA', '829/HAT')"
2,"('829/HAT', '253')"
2,"('253', 'ALL')"
2,"('TO', '744')"
2,"('744', 'MSL,')"
2,"('THRU', '1865-NRA).')"
2,"('1865-NRA).', '2411081507-2506121507EST')"
2,"('36', 'LEFT')"
2,"('V466', 'YUMMY,')"
2,"('TO', 'GLADE')"
2,"('MEA', '6400.')"
2,"('CATS.', '2409061947-2609061947EST')"
2,"('(2.6NM', 'NNE')"
2,"('A3649/24', 'NOTAMC')"
2,"('NOTAMC', 'A3628/24')"
2,"('A3628/24', 'Q)')"
2,"('Q)', 'KZLA/QRAXX/IV/NBO/W/000/999/')"
2,"('KZLA/QRAXX/IV/NBO/W/000/999/', 'A)')"
2,"('B)', '2411241111')"
2,"('2411241111', 'E)')"
2,"('DCC', 'SX')"
2,"('SX', 'STARLINK')"
2,"('STARLINK', 'G9-13')"
2,"('G9-13', '24-42')"
2,"('24-42', 'AREA')"
2,"('AREA', 'A')"
2,"('A', 'STNR')"
2,"('RWY', '09R/27L')"
2,"('3/4.', 'DISREGARD')"
2,"('GUKSE', 'FIX')"
2,"('BEGINNING', '1.30')"
2,"('1.30', 'NM')"
2,"('31R', '(2022-ASW-3544-OE).')"
2,"('(2022-ASW-3544-OE).', '2411251625-2501251625EST')"
2,"('6...', 'PROCEDURE')"
2,"('SID', 'DENTON')"
2,"('OF', '320626N0955148W.')"
2,"('(6.8NM', 'W')"
2,"('W', '3M8)')"
2,"('PXR', 'NAV')"
2,"('(11.0NM', 'SE')"
2,"('36R', 'MDA')"
2,"('MDA', '1040/HAT')"
2,"('1040/HAT', '459')"
2,"('TO', '739')"
2,"('BEGINNING', '1.59')"
2,"('1.59', 'NM')"
2,"('B3', 'AND')"
2,"('DISREGARD', 'NOTE')"
2,"('9', 'NA.')"
2,"('LOC/DME', 'Y')"
2,"('RWY', '24R')"
2,"('24R', 'AND')"
2,"('LOC/DME', 'Z')"
2,"('SID', 'MESQUITE')"
2,"('MESQUITE', 'METRO,')"
2,"('METRO,', 'MESQUITE,')"
2,"('MESQUITE,', 'TX.')"
2,"('BTN', '1E')"
2,"('SPOT', '1')"
2,"('EF', 'CLSD')"
2,"('CLSD', 'LGTD')"
2,"('INCLUDE', 'RTN,')"
2,"('SKX,', 'DHT,')"
2,"('DHT,', 'PPA,')"
2,"('PPA,', 'LVS,')"
2,"('LVS,', 'HRX.')"
2,"('SE', 'CNI)')"
2,"('(9.1NM', 'S')"
2,"('(8.4NM', 'NW')"
2,"('(7.7NM', 'SSW')"
2,"('(16.2NM', 'SSE')"
2,"('7', 'CLSD')"
